stasiun,pm10,so2,co,o3,no2,critical,categori,year,kmeans_label
3,30.0,35.0,10.0,44.0,4.0,2,0,2020,3
4,22.0,15.0,24.0,102.0,7.0,3,2,2020,3
4,44.0,17.0,21.0,63.0,7.0,3,1,2020,3
4,40.0,18.0,19.0,85.0,9.0,3,1,2020,3
4,37.0,21.0,18.0,62.0,5.0,3,1,2020,3
4,25.0,17.0,17.0,47.0,7.0,3,0,2020,3
4,36.0,17.0,22.0,80.0,9.0,3,1,2020,3
4,24.0,18.0,13.0,46.0,3.0,3,0,2020,3
4,34.0,24.0,15.0,50.0,4.0,3,0,2020,3
4,40.0,26.0,17.0,33.0,7.0,0,0,2020,3
4,25.0,16.0,15.0,51.0,4.0,3,1,2020,3
4,41.0,18.0,17.0,52.0,7.0,3,1,2020,3
4,43.0,16.0,19.0,45.0,8.0,3,0,2020,3
4,36.0,14.0,27.0,80.0,6.0,3,1,2020,3
4,31.0,14.0,17.0,58.0,7.0,3,1,2020,3
4,27.0,19.0,16.0,61.0,8.0,3,1,2020,3
4,46.0,16.0,24.0,44.0,7.0,0,0,2020,3
4,37.0,14.0,28.0,73.0,6.0,3,1,2020,3
4,33.0,16.0,27.0,64.0,7.0,3,1,2020,3
4,26.0,15.0,22.0,67.0,6.0,3,1,2020,3
4,34.0,15.0,23.0,51.0,4.0,3,1,2020,3
4,24.0,15.0,15.0,49.0,3.0,3,0,2020,3
4,21.0,15.0,14.0,73.0,5.0,3,1,2020,3
4,34.0,16.0,19.0,46.0,7.0,3,0,2020,3
4,32.0,15.0,22.0,55.0,7.0,3,1,2020,3
4,21.0,15.0,12.0,88.0,3.0,3,1,2020,3
4,18.0,15.0,11.0,89.0,2.0,3,1,2020,3
4,20.0,14.0,15.0,83.0,5.0,3,1,2020,3
4,40.0,18.0,17.0,52.0,7.0,3,1,2020,3
4,25.0,20.0,36.0,41.0,4.0,3,0,2020,3
4,34.0,7.0,7.0,49.0,6.0,3,0,2020,3
4,34.0,8.0,6.0,46.0,3.0,3,0,2020,3
4,34.0,7.0,5.0,70.0,7.0,3,1,2020,3
4,33.0,6.0,8.0,80.0,6.0,3,1,2020,3
4,36.0,8.0,7.0,75.0,7.0,3,1,2020,3
4,38.0,9.0,7.0,73.0,9.0,3,1,2020,3
4,41.0,7.0,8.0,63.0,7.0,3,1,2020,3
4,41.0,7.0,14.0,69.0,8.0,3,1,2020,3
4,37.0,7.0,8.0,79.0,7.0,3,1,2020,3
4,36.0,13.0,9.0,72.0,8.0,3,1,2020,3
4,20.0,9.0,8.0,66.0,6.0,3,1,2020,3
4,36.0,8.0,9.0,87.0,8.0,3,1,2020,3
4,24.0,8.0,5.0,74.0,3.0,3,1,2020,3
4,42.0,10.0,9.0,57.0,7.0,3,1,2020,3
4,40.0,9.0,10.0,48.0,3.0,3,0,2020,3
4,49.0,12.0,17.0,41.0,2.0,0,0,2020,3
4,13.0,13.0,8.0,79.0,9.0,3,1,2020,3
4,7.5,11.0,8.0,97.0,8.0,3,1,2020,3
4,42.0,20.0,11.0,63.0,12.0,3,1,2020,3
4,48.0,14.0,9.0,49.0,5.0,3,0,2020,3
4,36.0,17.0,8.0,52.0,5.0,3,1,2020,3
4,41.0,16.0,17.0,68.0,11.0,3,1,2020,3
4,46.0,16.0,11.0,67.0,4.0,3,1,2020,3
4,34.0,18.0,5.0,58.0,4.0,3,1,2020,3
4,43.0,20.0,7.0,86.0,4.0,2,1,2020,3
4,39.0,21.0,6.0,38.0,6.0,0,0,2020,3
4,42.0,19.0,18.0,91.0,4.0,2,1,2020,3
4,36.0,17.0,10.0,84.0,8.0,2,1,2020,3
4,41.0,19.0,9.0,97.0,5.0,2,1,2020,3
4,17.0,19.0,5.0,30.0,2.0,2,0,2020,3
4,40.0,25.0,12.0,84.0,4.0,2,1,2020,3
4,36.0,25.0,9.0,71.0,4.0,2,1,2020,3
4,30.0,24.0,12.0,49.0,10.0,2,0,2020,3
4,37.0,27.0,14.0,66.0,10.0,2,1,2020,3
4,33.0,25.0,6.0,50.0,4.0,2,0,2020,3
4,36.0,27.0,11.0,84.0,9.0,2,1,2020,3
4,30.0,23.0,8.0,29.0,3.0,0,0,2020,3
4,13.0,23.0,4.0,30.0,2.0,2,0,2020,3
4,23.0,26.0,5.0,46.0,3.0,2,0,2020,3
4,25.0,28.0,7.0,67.0,4.0,2,1,2020,3
4,25.0,30.0,5.0,48.0,2.0,2,0,2020,3
4,25.0,31.0,5.0,33.0,3.0,2,0,2020,3
4,22.0,26.0,5.0,31.0,3.0,2,0,2020,3
4,20.0,34.0,4.0,39.0,3.0,2,0,2020,3
4,16.0,30.0,4.0,38.0,3.0,2,0,2020,3
4,21.0,28.0,5.0,29.0,3.0,2,0,2020,3
4,19.0,29.0,5.0,39.0,2.0,2,0,2020,3
4,32.0,30.0,9.0,34.0,3.0,2,0,2020,3
4,22.0,33.0,5.0,35.0,3.0,2,0,2020,3
4,16.0,7.0,3.0,21.0,2.0,2,0,2020,3
4,18.0,13.0,6.0,24.0,3.0,2,0,2020,3
0,27.0,27.0,7.0,47.0,7.0,3,0,2021,3
0,23.0,16.0,11.0,33.0,8.0,3,0,2021,3
0,35.0,12.0,12.0,22.0,13.0,0,0,2021,3
0,20.0,13.0,10.0,19.0,8.0,0,0,2021,3
0,25.0,19.0,7.0,19.0,12.0,0,0,2021,3
0,20.0,32.0,7.0,13.0,5.0,1,0,2021,3
0,19.0,29.0,5.0,14.0,4.0,1,0,2021,3
0,23.0,30.0,7.0,12.0,5.0,1,0,2021,3
0,30.0,34.0,12.0,16.0,9.0,1,0,2021,3
1,38.0,2.0,11.0,65.0,6.0,3,1,2021,3
1,24.0,13.0,10.0,59.0,14.0,3,1,2021,3
1,35.0,13.0,12.0,68.0,13.0,3,1,2021,3
1,27.0,15.0,7.0,77.0,15.0,3,1,2021,3
1,33.0,13.0,10.0,68.0,7.0,3,1,2021,3
1,28.0,11.0,6.0,65.0,11.0,3,1,2021,3
1,42.0,11.0,14.0,65.0,12.0,3,1,2021,3
1,35.0,13.0,5.0,78.0,9.0,3,1,2021,3
1,31.0,11.0,6.0,58.0,9.0,3,1,2021,3
1,42.0,11.0,6.0,72.0,6.0,3,1,2021,3
1,21.0,25.0,7.0,63.0,5.0,3,1,2021,3
1,28.0,25.0,10.0,53.0,7.0,3,1,2021,3
1,28.0,26.0,7.0,65.0,9.0,3,1,2021,3
1,27.0,25.0,10.0,64.0,8.0,3,1,2021,3
1,38.0,24.0,11.0,68.0,7.0,3,1,2021,3
1,24.0,38.0,4.0,42.0,15.0,3,0,2021,3
1,25.0,39.0,5.0,45.0,13.0,3,0,2021,3
1,22.0,28.0,9.0,43.0,10.0,3,0,2021,3
1,23.0,33.0,9.0,57.0,10.0,3,1,2021,3
1,34.0,7.0,8.0,45.0,15.0,3,0,2021,3
1,18.0,3.0,7.0,47.0,9.0,3,0,2021,3
1,22.0,4.0,8.0,42.0,12.0,3,0,2021,3
1,30.0,5.0,8.0,44.0,17.0,3,0,2021,3
2,46.0,17.0,17.0,41.0,10.0,0,0,2021,3
2,28.0,17.0,9.0,48.0,4.0,3,0,2021,3
2,46.0,16.0,10.0,41.0,4.0,0,0,2021,3
2,39.0,10.0,12.0,26.0,17.0,0,0,2021,3
2,20.0,41.0,3.0,28.0,5.0,1,0,2021,3
2,24.0,41.0,3.0,29.0,4.0,1,0,2021,3
2,16.0,41.0,4.0,34.0,6.0,1,0,2021,3
2,20.0,44.0,7.0,32.0,10.0,1,0,2021,3
3,36.0,30.0,19.0,55.0,5.0,2,1,2021,3
3,14.0,28.0,9.0,38.0,3.0,2,0,2021,3
3,23.0,28.0,11.0,44.0,4.0,2,0,2021,3
3,36.0,27.0,8.0,32.0,3.0,0,0,2021,3
3,35.0,28.0,13.0,38.0,5.0,2,0,2021,3
3,34.0,28.0,10.0,37.0,4.0,2,0,2021,3
3,25.0,26.0,12.0,31.0,7.0,2,0,2021,3
3,27.0,26.0,9.0,36.0,4.0,2,0,2021,3
3,21.0,26.0,16.0,32.0,6.0,2,0,2021,3
3,22.0,42.0,5.0,16.0,8.0,1,0,2021,3
3,18.0,37.0,4.0,18.0,10.0,1,0,2021,3
4,37.0,20.0,12.0,25.0,4.0,0,0,2021,3
4,33.0,18.0,20.0,64.0,6.0,2,1,2021,3
4,42.0,15.0,10.0,62.0,3.0,2,1,2021,3
4,27.0,14.0,7.0,31.0,4.0,2,0,2021,3
4,19.0,20.0,8.0,34.0,5.0,2,0,2021,3
4,33.0,21.0,10.0,34.0,9.0,2,0,2021,3
4,25.0,22.0,6.0,38.0,6.0,2,0,2021,3
4,25.0,20.0,5.0,27.0,9.0,2,0,2021,3
4,32.0,17.0,8.0,36.0,7.0,2,0,2021,3
4,29.0,14.0,6.0,35.0,5.0,2,0,2021,3
4,43.0,16.0,15.0,37.0,8.0,0,0,2021,3
4,45.0,21.0,13.0,40.0,15.0,0,0,2021,3
4,30.0,22.0,10.0,32.0,11.0,2,0,2021,3
4,24.0,17.0,8.0,27.0,10.0,2,0,2021,3
4,41.0,17.0,19.0,29.0,8.0,0,0,2021,3
