stasiun,pm10,so2,co,o3,no2,max,critical,categori,year
0,41.0,3.0,8.0,43.0,5.0,43.0,3,0,2020
0,26.0,2.0,4.0,27.0,5.0,27.0,3,0,2020
0,32.0,4.0,5.0,29.0,8.0,32.0,0,0,2020
0,22.0,4.0,4.0,65.0,8.0,65.0,3,1,2020
0,44.0,5.0,6.0,90.0,16.0,90.0,3,1,2020
0,58.0,8.0,6.0,74.0,12.0,74.0,3,1,2020
0,52.0,16.0,7.0,41.0,10.0,52.0,0,1,2020
0,48.0,14.0,7.0,46.0,9.0,48.0,0,0,2020
0,50.0,14.0,10.0,45.0,9.0,50.0,0,0,2020
0,44.0,14.0,7.0,37.0,8.0,44.0,0,0,2020
0,41.0,14.0,4.0,31.0,8.0,41.0,0,0,2020
0,45.0,18.0,4.0,28.0,8.0,45.0,0,0,2020
0,56.0,18.0,6.0,60.0,12.0,60.0,3,1,2020
0,69.0,18.0,7.0,74.0,13.0,74.0,3,1,2020
0,55.0,16.0,5.0,65.0,9.0,65.0,3,1,2020
0,59.0,15.0,5.0,33.0,10.0,59.0,0,1,2020
0,58.0,14.0,6.0,41.0,12.0,58.0,0,1,2020
0,67.0,16.0,10.0,34.0,10.0,67.0,0,1,2020
0,63.0,16.0,6.0,40.0,10.0,63.0,0,1,2020
0,49.0,15.0,6.0,58.0,13.0,58.0,3,1,2020
0,60.0,16.0,6.0,61.0,10.0,61.0,3,1,2020
0,60.0,15.0,6.0,61.0,12.0,61.0,3,1,2020
0,70.0,13.0,8.0,54.0,13.0,70.0,0,1,2020
0,67.0,16.0,8.0,35.0,11.0,67.0,0,1,2020
0,56.0,15.0,5.0,49.0,8.0,56.0,0,1,2020
0,60.0,17.0,6.0,56.0,9.0,60.0,0,1,2020
0,57.0,15.0,6.0,47.0,11.0,57.0,0,1,2020
0,61.0,17.0,12.0,67.0,17.0,67.0,3,1,2020
0,63.0,16.0,6.0,61.0,10.0,63.0,0,1,2020
0,67.0,20.0,6.0,34.0,11.0,67.0,0,1,2020
0,53.0,18.0,7.0,41.0,15.0,53.0,0,1,2020
0,53.0,15.0,7.0,77.0,11.0,77.0,3,1,2020
0,76.0,19.0,13.0,64.0,23.0,76.0,0,1,2020
0,70.0,18.0,10.0,61.0,19.0,70.0,0,1,2020
0,65.0,20.0,6.0,42.0,14.0,65.0,0,1,2020
0,72.0,21.0,6.0,47.0,11.0,72.0,0,1,2020
0,68.0,20.0,5.0,57.0,11.0,68.0,0,1,2020
0,75.0,20.0,6.0,53.0,15.0,75.0,0,1,2020
0,69.0,18.0,6.0,65.0,11.0,69.0,0,1,2020
0,68.0,17.0,7.0,47.0,11.0,68.0,0,1,2020
0,54.0,18.0,7.0,32.0,9.0,54.0,0,1,2020
0,70.0,18.0,8.0,43.0,12.0,70.0,0,1,2020
0,63.0,20.0,5.0,40.0,9.0,63.0,0,1,2020
0,58.0,21.0,7.0,39.0,12.0,58.0,0,1,2020
0,53.0,22.0,6.0,33.0,12.0,53.0,0,1,2020
0,60.0,20.0,6.0,59.0,15.0,60.0,0,1,2020
0,54.0,16.0,8.0,67.0,12.0,67.0,3,1,2020
0,62.0,19.0,8.0,80.0,17.0,80.0,3,1,2020
0,73.0,17.0,9.0,47.0,16.0,73.0,0,1,2020
0,62.0,17.0,6.0,60.0,9.0,62.0,0,1,2020
0,61.0,19.0,5.0,44.0,10.0,61.0,0,1,2020
0,64.0,21.0,6.0,55.0,16.0,64.0,0,1,2020
0,57.0,16.0,6.0,31.0,12.0,57.0,0,1,2020
0,48.0,19.0,5.0,24.0,11.0,48.0,0,0,2020
0,56.0,24.0,7.0,39.0,10.0,56.0,0,1,2020
0,55.0,21.0,7.0,54.0,15.0,55.0,0,1,2020
0,68.0,17.0,6.0,66.0,10.0,68.0,0,1,2020
0,66.0,16.0,8.0,77.0,12.0,77.0,3,1,2020
0,59.0,19.0,8.0,58.0,12.0,59.0,0,1,2020
0,56.0,16.0,6.0,49.0,15.0,56.0,0,1,2020
0,62.0,16.0,7.0,85.0,11.0,85.0,3,1,2020
0,60.0,18.0,7.0,56.0,13.0,60.0,0,1,2020
0,64.0,18.0,7.0,60.0,11.0,64.0,0,1,2020
0,59.0,19.0,5.0,45.0,10.0,59.0,0,1,2020
0,58.0,21.0,6.0,56.0,11.0,58.0,0,1,2020
0,68.0,20.0,7.0,89.0,14.0,89.0,3,1,2020
0,66.0,19.0,7.0,107.0,14.0,107.0,3,2,2020
0,68.0,17.0,7.0,104.0,12.0,104.0,3,2,2020
0,56.0,19.0,7.0,62.0,14.0,62.0,3,1,2020
0,65.0,18.0,7.0,84.0,13.0,84.0,3,1,2020
0,75.0,17.0,11.0,77.0,15.0,77.0,3,1,2020
0,71.0,18.0,9.0,65.0,11.0,71.0,0,1,2020
0,61.0,19.0,5.0,61.0,11.0,61.0,0,1,2020
0,67.0,20.0,7.0,70.0,12.0,70.0,3,1,2020
0,70.0,23.0,6.0,55.0,16.0,70.0,0,1,2020
0,65.0,19.0,6.0,72.0,12.0,72.0,3,1,2020
0,64.0,18.0,6.0,58.0,14.0,64.0,0,1,2020
0,54.0,15.0,6.0,65.0,12.0,65.0,3,1,2020
0,58.0,18.0,5.0,47.0,11.0,58.0,0,1,2020
0,60.0,20.0,5.0,34.0,10.0,60.0,0,1,2020
0,68.0,19.0,14.0,49.0,17.0,68.0,0,1,2020
0,53.0,16.0,7.0,41.0,12.0,53.0,0,1,2020
0,40.0,16.0,8.0,43.0,16.0,43.0,3,0,2020
0,58.0,18.0,10.0,29.0,12.0,58.0,0,1,2020
0,50.0,19.0,4.0,44.0,10.0,50.0,0,0,2020
0,52.0,16.0,7.0,52.0,10.0,52.0,0,1,2020
0,52.0,17.0,10.0,66.0,13.0,66.0,3,1,2020
0,65.0,18.0,15.0,39.0,18.0,65.0,0,1,2020
0,54.0,17.0,6.0,40.0,13.0,54.0,0,1,2020
0,46.0,18.0,3.0,41.0,9.0,46.0,0,0,2020
0,58.0,21.0,5.0,42.0,11.0,58.0,0,1,2020
0,63.0,22.0,7.0,53.0,13.0,63.0,0,1,2020
0,55.0,18.0,5.0,44.0,11.0,55.0,0,1,2020
0,57.0,20.0,7.0,53.0,14.0,57.0,0,1,2020
0,52.0,20.0,5.0,66.0,11.0,66.0,3,1,2020
0,55.0,18.0,5.0,52.0,11.0,55.0,0,1,2020
0,57.0,19.0,5.0,48.0,16.0,57.0,0,1,2020
0,59.0,20.0,4.0,54.0,8.0,59.0,0,1,2020
0,56.0,19.0,4.0,58.0,6.0,58.0,3,1,2020
0,57.0,20.0,6.0,68.0,14.0,68.0,3,1,2020
0,50.0,17.0,5.0,88.0,12.0,88.0,3,1,2020
0,59.0,18.0,7.0,99.0,18.0,99.0,3,1,2020
0,60.0,18.0,7.0,86.0,11.0,86.0,3,1,2020
0,46.0,18.0,8.0,64.0,9.0,64.0,3,1,2020
0,37.0,15.0,6.0,82.0,11.0,82.0,3,1,2020
0,54.0,20.0,7.0,78.0,12.0,78.0,3,1,2020
0,57.0,17.0,6.0,82.0,14.0,82.0,3,1,2020
0,42.0,16.0,5.0,70.0,10.0,70.0,3,1,2020
0,53.0,22.0,6.0,69.0,12.0,69.0,3,1,2020
0,50.0,17.0,9.0,71.0,14.0,71.0,3,1,2020
0,40.0,16.0,5.0,95.0,10.0,95.0,3,1,2020
0,42.0,17.0,5.0,70.0,11.0,70.0,3,1,2020
0,52.0,20.0,5.0,68.0,13.0,68.0,3,1,2020
0,46.0,20.0,5.0,83.0,11.0,83.0,3,1,2020
0,44.0,18.0,6.0,74.0,11.0,74.0,3,1,2020
0,57.0,19.0,7.0,86.0,16.0,86.0,3,1,2020
0,41.0,18.0,8.0,77.0,20.0,77.0,3,1,2020
0,40.0,16.0,9.0,77.0,15.0,77.0,3,1,2020
0,23.0,27.0,15.0,3.0,29.5,5.5,3,0,2020
0,54.0,49.0,20.0,7.0,29.5,12.0,3,1,2020
0,18.0,21.0,16.0,4.0,27.0,5.5,3,0,2020
0,29.0,19.0,8.0,48.0,14.0,48.0,3,0,2020
0,28.0,22.0,7.0,34.0,11.0,34.0,3,0,2020
0,21.0,23.0,5.0,28.0,6.0,28.0,3,0,2020
1,31.0,7.0,8.0,41.0,5.0,41.0,3,0,2020
1,23.0,7.0,9.0,35.0,6.0,35.0,3,0,2020
1,47.0,7.0,16.0,45.0,8.0,47.0,0,0,2020
1,45.0,7.0,10.0,44.0,8.0,45.0,0,0,2020
1,41.0,7.0,11.0,44.0,6.0,44.0,3,0,2020
1,54.0,7.0,16.0,41.0,8.0,54.0,0,1,2020
1,46.0,7.0,30.0,45.0,8.0,46.0,0,0,2020
1,51.0,8.0,17.0,48.0,8.0,51.0,0,1,2020
1,64.0,7.0,24.0,45.0,10.0,64.0,0,1,2020
1,43.0,8.0,19.0,32.0,9.0,43.0,0,0,2020
1,44.0,8.0,20.0,35.0,9.0,44.0,0,0,2020
1,34.0,7.0,11.0,34.0,5.0,34.0,0,0,2020
1,37.0,8.0,9.0,35.0,7.0,37.0,0,0,2020
1,32.0,8.0,7.0,35.0,9.0,35.0,3,0,2020
1,33.0,7.0,11.0,37.0,9.0,37.0,3,0,2020
1,51.0,7.0,16.0,39.0,10.0,51.0,0,1,2020
1,86.0,14.0,26.0,81.0,11.0,86.0,0,1,2020
1,41.0,7.0,10.0,44.0,7.0,44.0,3,0,2020
1,73.0,10.0,49.5,92.0,15.0,92.0,3,1,2020
1,53.0,8.0,13.0,35.0,6.0,53.0,0,1,2020
1,34.0,7.0,11.0,30.0,8.0,34.0,0,0,2020
1,62.0,10.0,15.0,44.0,7.0,62.0,0,1,2020
1,39.0,8.0,12.0,26.0,8.0,39.0,0,0,2020
1,55.0,10.0,21.0,25.0,7.0,55.0,0,1,2020
1,30.0,7.0,24.0,28.0,8.0,30.0,0,0,2020
1,58.0,12.0,30.0,75.0,7.0,75.0,3,1,2020
1,48.0,11.0,10.0,83.0,7.0,83.0,3,1,2020
1,52.0,8.0,19.0,67.0,6.0,67.0,3,1,2020
1,34.0,7.0,9.0,40.0,7.0,40.0,3,0,2020
1,53.0,7.0,15.0,35.0,7.0,53.0,0,1,2020
1,50.0,9.0,14.0,30.0,6.0,50.0,0,0,2020
1,36.0,9.0,19.0,33.0,6.0,36.0,0,0,2020
1,49.0,9.0,37.0,27.0,9.0,49.0,0,0,2020
1,36.0,7.0,12.0,31.0,7.0,36.0,0,0,2020
1,63.0,9.0,19.0,42.0,8.0,63.0,0,1,2020
1,54.0,9.0,22.0,45.0,8.0,54.0,0,1,2020
1,20.0,7.0,11.0,45.0,7.0,45.0,3,0,2020
1,37.0,8.0,18.0,43.0,7.0,43.0,3,0,2020
1,43.0,7.0,20.0,91.0,13.0,91.0,3,1,2020
1,75.0,12.0,19.0,67.0,9.0,75.0,0,1,2020
1,65.0,9.0,14.0,76.0,9.0,76.0,3,1,2020
1,63.0,13.0,10.0,80.0,7.0,80.0,3,1,2020
1,64.0,8.0,37.0,34.0,12.0,64.0,0,1,2020
1,70.0,13.0,23.0,51.0,7.0,70.0,0,1,2020
1,26.0,7.0,13.0,51.0,5.0,51.0,3,1,2020
1,46.0,10.0,25.0,30.0,9.0,46.0,0,0,2020
1,33.0,8.0,15.0,29.0,6.0,33.0,0,0,2020
1,25.0,7.0,11.0,32.0,5.0,32.0,3,0,2020
1,30.0,8.0,15.0,29.0,7.0,30.0,0,0,2020
1,48.0,8.0,11.0,32.0,6.0,48.0,0,0,2020
1,20.0,7.0,7.0,34.0,3.0,34.0,3,0,2020
1,28.0,7.0,4.0,35.0,3.0,35.0,3,0,2020
1,26.0,7.0,7.0,31.0,5.0,31.0,3,0,2020
1,34.0,8.0,14.0,32.0,8.0,34.0,0,0,2020
1,43.0,8.0,13.0,30.0,8.0,43.0,0,0,2020
1,42.0,8.0,12.0,26.0,8.0,42.0,0,0,2020
1,60.0,11.0,32.0,28.0,10.0,60.0,0,1,2020
1,42.0,8.0,16.0,33.0,5.0,42.0,0,0,2020
1,34.0,7.0,15.0,40.0,8.0,40.0,3,0,2020
1,55.0,8.0,25.0,33.0,8.0,55.0,0,1,2020
1,58.0,8.0,18.0,60.0,4.0,60.0,3,1,2020
1,33.0,8.0,12.0,46.0,3.0,46.0,3,0,2020
1,54.0,8.0,13.0,39.0,7.0,54.0,0,1,2020
1,37.0,8.0,9.0,43.0,5.0,43.0,3,0,2020
1,49.0,9.0,15.0,50.0,5.0,50.0,3,0,2020
1,40.0,8.0,9.0,42.0,3.0,42.0,3,0,2020
1,36.0,8.0,9.0,40.0,8.0,40.0,3,0,2020
1,39.0,8.0,7.0,40.0,5.0,40.0,3,0,2020
1,43.0,9.0,11.0,46.0,8.0,46.0,3,0,2020
1,40.0,8.0,11.0,49.0,12.0,49.0,3,0,2020
1,65.0,10.0,14.0,92.0,11.0,92.0,3,1,2020
1,56.0,17.0,16.0,62.0,6.0,62.0,3,1,2020
1,51.0,11.0,17.0,61.0,6.0,61.0,3,1,2020
1,54.0,13.0,19.0,63.0,7.0,63.0,3,1,2020
1,53.0,9.0,11.0,53.0,4.0,53.0,0,1,2020
1,62.0,9.0,26.0,63.0,8.0,63.0,3,1,2020
1,45.0,10.0,15.0,109.0,7.0,109.0,3,2,2020
1,54.0,9.0,20.0,60.0,9.0,60.0,3,1,2020
1,27.0,9.0,6.0,46.0,2.0,46.0,3,0,2020
1,44.0,11.0,14.0,84.0,4.0,84.0,3,1,2020
1,71.0,17.0,22.0,70.0,6.0,71.0,0,1,2020
1,44.0,11.0,10.0,65.0,4.0,65.0,3,1,2020
1,48.0,12.0,9.0,51.0,3.0,51.0,3,1,2020
1,52.0,12.0,11.0,60.0,6.0,60.0,3,1,2020
1,63.0,17.0,16.0,124.0,5.0,124.0,3,2,2020
1,56.0,10.0,8.0,80.0,4.0,80.0,3,1,2020
1,59.0,12.0,13.0,106.0,4.0,106.0,3,2,2020
1,60.0,14.0,14.0,90.0,6.0,90.0,3,1,2020
1,43.0,12.0,14.0,90.0,5.0,90.0,3,1,2020
1,34.0,9.0,5.0,57.0,2.0,57.0,3,1,2020
1,32.0,10.0,7.0,62.0,2.0,62.0,3,1,2020
1,48.0,13.0,11.0,83.0,3.0,83.0,3,1,2020
1,56.0,12.0,9.0,82.0,2.0,82.0,3,1,2020
1,48.0,9.0,11.0,55.0,3.0,55.0,3,1,2020
1,35.0,9.0,14.0,47.0,3.0,47.0,3,0,2020
1,28.0,9.0,5.0,55.0,2.0,55.0,3,1,2020
1,56.0,4.0,10.0,44.0,10.0,56.0,0,1,2020
1,53.0,4.0,11.0,86.0,12.0,86.0,3,1,2020
1,53.0,7.0,9.0,124.0,4.0,124.0,3,2,2020
1,47.0,1.0,8.0,68.0,10.0,68.0,3,1,2020
1,48.0,3.0,10.0,52.0,7.0,52.0,3,1,2020
1,52.0,7.0,12.0,52.0,13.0,52.0,0,1,2020
1,54.0,8.0,14.0,68.0,11.0,68.0,3,1,2020
1,45.0,9.0,11.0,91.0,9.0,91.0,3,1,2020
1,66.0,6.0,15.0,97.0,7.0,97.0,3,1,2020
1,64.0,3.0,9.0,76.0,7.0,76.0,3,1,2020
1,58.0,7.0,11.0,57.0,7.0,58.0,0,1,2020
1,77.0,8.0,17.0,53.0,9.0,77.0,0,1,2020
1,53.0,21.0,7.0,51.0,7.0,53.0,0,1,2020
1,56.0,16.0,7.0,47.0,7.0,56.0,0,1,2020
1,58.0,26.0,17.0,51.0,9.0,58.0,0,1,2020
1,62.0,25.0,12.0,55.0,4.0,62.0,0,1,2020
1,43.0,18.0,9.0,84.0,4.0,84.0,3,1,2020
1,53.0,16.0,13.0,72.0,7.0,72.0,3,1,2020
1,61.0,25.0,14.0,64.0,8.0,64.0,3,1,2020
1,64.0,21.0,23.0,49.0,9.0,64.0,0,1,2020
1,55.0,26.0,12.0,53.0,5.0,55.0,0,1,2020
1,36.0,17.0,7.0,48.0,5.0,48.0,3,0,2020
1,60.0,34.0,17.0,47.0,5.0,60.0,0,1,2020
1,53.0,20.0,7.0,48.0,6.0,53.0,0,1,2020
1,53.0,21.0,10.0,42.0,8.0,53.0,0,1,2020
1,52.0,18.0,9.0,45.0,5.0,52.0,0,1,2020
1,62.0,20.0,9.0,64.0,9.0,64.0,3,1,2020
1,51.0,15.0,8.0,49.0,6.0,51.0,0,1,2020
1,59.0,17.0,14.0,57.0,11.0,59.0,0,1,2020
1,50.0,24.0,11.0,62.0,7.0,62.0,3,1,2020
1,54.0,21.0,14.0,55.0,10.0,55.0,3,1,2020
1,55.0,16.0,8.0,55.0,7.0,55.0,0,1,2020
1,61.0,23.0,8.0,56.0,12.0,61.0,0,1,2020
1,66.0,20.0,9.0,57.0,9.0,66.0,0,1,2020
1,59.0,19.0,8.0,62.0,8.0,62.0,3,1,2020
1,68.0,20.0,11.0,74.0,9.0,74.0,3,1,2020
1,62.0,19.0,11.0,64.0,9.0,64.0,3,1,2020
1,42.0,21.0,14.0,56.0,9.0,56.0,3,1,2020
1,54.0,17.0,9.0,57.0,9.0,57.0,3,1,2020
1,33.0,23.0,9.0,79.0,12.0,79.0,3,1,2020
1,56.0,18.0,16.0,62.0,17.0,62.0,3,1,2020
1,33.0,22.0,8.0,68.0,6.0,68.0,3,1,2020
1,50.0,18.0,17.0,65.0,11.0,65.0,3,1,2020
1,40.0,25.0,12.0,44.0,9.0,44.0,3,0,2020
1,43.0,42.0,12.0,45.0,8.0,45.0,3,0,2020
1,28.0,16.0,7.0,76.0,10.0,76.0,3,1,2020
1,56.0,35.0,14.0,113.0,12.0,113.0,3,2,2020
1,57.0,27.0,11.0,68.0,10.0,68.0,3,1,2020
1,57.0,38.0,15.0,57.0,11.0,57.0,0,1,2020
1,45.0,32.0,12.0,56.0,9.0,56.0,3,1,2020
1,53.0,23.0,17.0,52.0,10.0,53.0,0,1,2020
1,41.0,21.0,10.0,46.0,8.0,46.0,3,0,2020
1,43.0,21.0,12.0,45.0,11.0,45.0,3,0,2020
1,53.0,31.0,11.0,39.0,11.0,53.0,0,1,2020
1,62.0,21.0,12.0,87.0,12.0,87.0,3,1,2020
1,67.0,22.0,16.0,84.0,14.0,84.0,3,1,2020
1,60.0,18.0,10.0,63.0,11.0,63.0,3,1,2020
1,66.0,18.0,11.0,51.0,12.0,66.0,0,1,2020
1,65.0,21.0,9.0,57.0,13.0,65.0,0,1,2020
1,65.0,21.0,11.0,56.0,14.0,65.0,0,1,2020
1,63.0,17.0,8.0,61.0,8.0,63.0,0,1,2020
1,55.0,22.0,10.0,76.0,12.0,76.0,3,1,2020
1,68.0,24.0,10.0,80.0,12.0,80.0,3,1,2020
1,64.0,30.0,11.0,63.0,11.0,64.0,0,1,2020
1,71.0,19.0,13.0,81.0,12.0,81.0,3,1,2020
1,73.0,19.0,11.0,56.0,10.0,73.0,0,1,2020
1,74.0,23.0,12.0,53.0,12.0,74.0,0,1,2020
1,67.0,18.0,13.0,75.0,9.0,75.0,3,1,2020
1,54.0,18.0,10.0,63.0,10.0,63.0,3,1,2020
1,73.0,21.0,18.0,72.0,15.0,73.0,0,1,2020
1,67.0,18.0,11.0,67.0,7.0,67.0,0,1,2020
1,68.0,22.0,12.0,69.0,10.0,69.0,3,1,2020
1,58.0,22.0,10.0,70.0,11.0,70.0,3,1,2020
1,58.0,18.0,11.0,124.0,19.0,124.0,3,2,2020
1,80.0,25.0,29.0,79.0,19.0,80.0,0,1,2020
1,78.0,21.0,22.0,81.0,18.0,81.0,3,1,2020
1,75.0,22.0,11.0,64.0,11.0,75.0,0,1,2020
1,75.0,25.0,11.0,64.0,10.0,75.0,0,1,2020
1,76.0,23.0,11.0,66.0,15.0,76.0,0,1,2020
1,78.0,24.0,13.0,69.0,12.0,78.0,0,1,2020
1,74.0,29.0,10.0,69.0,14.0,74.0,0,1,2020
1,79.0,24.0,14.0,64.0,13.0,79.0,0,1,2020
1,58.0,27.0,9.0,54.0,10.0,58.0,0,1,2020
1,62.0,20.0,14.0,67.0,14.0,67.0,3,1,2020
1,65.0,24.0,8.0,57.0,12.0,65.0,0,1,2020
1,75.0,39.0,12.0,53.0,16.0,75.0,0,1,2020
1,57.0,30.0,9.0,47.0,16.0,57.0,0,1,2020
1,69.0,28.0,9.0,84.0,12.0,84.0,3,1,2020
1,60.0,18.0,12.0,102.0,11.0,102.0,3,2,2020
1,70.0,24.0,14.0,87.0,19.0,87.0,3,1,2020
1,73.0,23.0,13.0,78.0,13.0,78.0,3,1,2020
1,68.0,20.0,12.0,61.0,9.0,68.0,0,1,2020
1,68.0,21.0,9.0,54.0,12.0,68.0,0,1,2020
1,69.0,23.0,9.0,71.0,10.0,71.0,3,1,2020
1,61.0,18.0,8.0,43.0,9.0,61.0,0,1,2020
1,55.0,20.0,7.0,44.0,11.0,55.0,0,1,2020
1,62.0,31.0,10.0,54.0,13.0,62.0,0,1,2020
1,56.0,25.0,8.0,72.0,11.0,72.0,3,1,2020
1,71.0,25.0,12.0,81.0,10.0,81.0,3,1,2020
1,63.0,22.0,10.0,55.0,14.0,63.0,0,1,2020
1,60.0,17.0,9.0,62.0,10.0,62.0,3,1,2020
1,61.0,17.0,9.0,71.0,8.0,71.0,3,1,2020
1,64.0,21.0,10.0,73.0,13.0,73.0,3,1,2020
1,69.0,19.0,9.0,70.0,10.0,70.0,3,1,2020
1,62.0,20.0,8.0,56.0,6.0,62.0,0,1,2020
1,67.0,31.0,9.0,62.0,12.0,67.0,0,1,2020
1,71.0,24.0,13.0,115.0,14.0,115.0,3,2,2020
1,65.0,21.0,9.0,112.0,11.0,112.0,3,2,2020
1,64.0,20.0,13.0,101.0,14.0,101.0,3,2,2020
1,59.0,20.0,8.0,115.0,10.0,115.0,3,2,2020
1,69.0,22.0,16.0,90.0,14.0,90.0,3,1,2020
1,78.0,21.0,23.0,102.0,16.0,102.0,3,2,2020
1,76.0,22.0,16.0,88.0,16.0,88.0,3,1,2020
1,67.0,18.0,8.0,73.0,12.0,73.0,3,1,2020
1,71.0,20.0,11.0,81.0,15.0,81.0,3,1,2020
1,72.0,20.0,10.0,65.0,13.0,72.0,0,1,2020
1,65.0,18.0,8.0,69.0,14.0,69.0,3,1,2020
1,63.0,17.0,7.0,61.0,9.0,63.0,0,1,2020
1,54.0,17.0,6.0,58.0,7.0,58.0,3,1,2020
1,58.0,17.0,7.0,58.0,12.0,58.0,0,1,2020
1,61.0,21.0,8.0,58.0,12.0,61.0,0,1,2020
1,72.0,24.0,25.0,58.0,18.0,72.0,0,1,2020
1,50.0,17.0,7.0,51.0,13.0,51.0,3,1,2020
1,30.0,18.0,14.0,49.0,17.0,49.0,3,0,2020
1,52.0,24.0,6.0,57.0,9.0,57.0,3,1,2020
1,56.0,20.0,13.0,52.0,9.0,56.0,0,1,2020
1,54.0,25.0,15.0,69.0,14.0,69.0,3,1,2020
1,69.0,33.0,18.0,51.0,17.0,69.0,0,1,2020
1,51.0,18.0,5.0,54.0,6.0,54.0,3,1,2020
1,53.0,22.0,5.0,54.0,10.0,54.0,3,1,2020
1,63.0,25.0,11.0,57.0,16.0,63.0,0,1,2020
1,69.0,33.0,16.0,61.0,14.0,69.0,0,1,2020
1,60.0,21.0,9.0,68.0,14.0,68.0,3,1,2020
1,66.0,26.0,9.0,59.0,17.0,66.0,0,1,2020
1,63.0,27.0,7.0,67.0,11.0,67.0,3,1,2020
1,57.0,20.0,7.0,65.0,9.0,65.0,3,1,2020
1,74.0,23.0,13.0,56.0,15.0,74.0,0,1,2020
1,62.0,25.0,8.0,59.0,12.0,62.0,0,1,2020
1,61.0,22.0,7.0,70.0,9.0,70.0,3,1,2020
1,65.0,22.0,9.0,84.0,12.0,84.0,3,1,2020
1,72.0,21.0,10.0,122.0,11.0,122.0,3,2,2020
1,80.0,21.0,12.0,94.0,12.0,94.0,3,1,2020
1,54.0,22.0,6.0,118.0,7.0,118.0,3,2,2020
1,67.0,21.0,12.0,121.0,11.0,121.0,3,2,2020
1,56.0,21.0,6.0,95.0,7.0,95.0,3,1,2020
1,69.0,22.0,10.0,104.0,9.0,104.0,3,2,2020
1,60.0,20.0,7.0,132.0,8.0,132.0,3,2,2020
1,66.0,20.0,7.0,130.0,6.0,130.0,3,2,2020
1,48.0,23.0,16.0,84.0,10.0,84.0,3,1,2020
1,36.0,19.0,10.0,83.0,14.0,83.0,3,1,2020
1,56.0,20.0,11.0,106.0,11.0,106.0,3,2,2020
1,64.0,23.0,12.0,99.0,13.0,99.0,3,1,2020
1,57.0,20.0,12.0,93.0,13.0,93.0,3,1,2020
1,55.0,26.0,9.0,79.0,12.0,79.0,3,1,2020
1,55.0,29.0,15.0,89.0,16.0,89.0,3,1,2020
1,59.0,22.0,12.0,95.0,9.0,95.0,3,1,2020
1,44.0,22.0,7.0,128.0,8.0,128.0,3,2,2020
1,51.0,21.0,6.0,110.0,8.0,110.0,3,2,2020
1,57.0,30.0,9.0,92.0,12.0,92.0,3,1,2020
1,55.0,23.0,7.0,109.0,11.0,109.0,3,2,2020
1,55.0,21.0,6.0,82.0,9.0,82.0,3,1,2020
1,51.0,20.0,8.0,95.0,7.0,95.0,3,1,2020
1,57.0,22.0,11.0,116.0,8.0,116.0,3,2,2020
1,63.0,24.0,14.0,94.0,13.0,94.0,3,1,2020
1,65.0,21.0,12.0,88.0,12.0,88.0,3,1,2020
1,62.0,23.0,9.0,95.0,13.0,95.0,3,1,2020
1,61.0,24.0,10.0,110.0,16.0,110.0,3,2,2020
1,64.0,25.0,17.0,99.0,18.0,99.0,3,1,2020
1,56.0,25.0,10.0,97.0,12.0,97.0,3,1,2020
1,46.0,22.0,10.0,83.0,12.0,83.0,3,1,2020
1,53.0,23.0,11.0,99.0,10.0,99.0,3,1,2020
1,52.0,22.0,14.0,98.0,23.0,98.0,3,1,2020
1,44.0,29.0,6.0,67.0,10.0,67.0,3,1,2020
1,22.0,37.0,19.0,6.0,29.5,5.5,3,1,2020
1,54.0,49.0,23.0,12.0,29.5,11.0,3,1,2020
1,51.0,49.0,24.0,9.0,29.5,9.0,3,1,2020
1,59.0,49.0,20.0,9.0,29.5,9.0,3,1,2020
1,58.0,49.0,22.0,14.0,29.5,15.0,3,1,2020
1,64.0,49.0,22.0,18.0,29.5,17.0,3,1,2020
1,43.0,49.0,21.0,10.0,29.5,11.0,3,1,2020
1,46.0,49.0,21.0,12.0,29.5,15.0,3,1,2020
1,58.0,49.0,26.0,16.0,29.5,16.0,3,2,2020
1,54.0,49.0,26.0,10.0,29.5,14.0,3,2,2020
1,19.0,29.0,20.0,5.0,29.5,5.5,3,0,2020
1,22.0,20.0,5.0,45.0,4.0,45.0,3,0,2020
1,32.0,20.0,9.0,68.0,18.0,68.0,3,1,2020
1,23.0,22.0,6.0,38.0,8.0,38.0,3,0,2020
1,33.0,26.0,4.0,32.0,15.0,33.0,0,0,2020
1,30.0,26.0,8.0,43.0,13.0,43.0,3,0,2020
1,23.0,21.0,7.0,46.0,13.0,46.0,3,0,2020
1,27.0,22.0,7.0,54.0,9.0,54.0,3,1,2020
1,25.0,21.0,7.0,43.0,6.0,43.0,3,0,2020
1,26.0,22.0,5.0,46.0,5.0,46.0,3,0,2020
1,14.0,21.0,5.0,33.0,4.0,33.0,3,0,2020
1,20.0,22.0,5.0,46.0,3.0,46.0,3,0,2020
1,33.0,16.0,11.0,64.0,9.0,64.0,3,1,2020
2,52.0,12.0,25.0,57.0,4.0,57.0,3,1,2020
2,62.0,11.0,39.0,46.0,7.0,62.0,0,1,2020
2,47.0,10.0,20.0,44.0,5.0,47.0,0,0,2020
2,67.0,11.0,49.5,46.0,13.0,67.0,0,1,2020
2,44.0,11.0,16.0,63.0,6.0,63.0,3,1,2020
2,67.0,11.0,41.0,78.0,12.0,78.0,3,1,2020
2,52.0,12.0,40.0,119.0,12.0,119.0,3,2,2020
